split,stem,brightness,object_count,min_object_area,mean_object_area,min_object_contrast,mean_object_contrast,width,height
train,00041,9.305193901062012,6,1624.010752,1974.4977813504001,0.03384202257762078,0.8737316794055712,640,512
train,00042,6.777612209320068,12,1150.0032000000006,1628.162271996587,0.07318552440327059,0.774123006856623,640,512
train,00043,4.255892753601074,6,1343.9999999999986,1536.664576,0.18627828985263448,0.6833509094187983,640,512
train,00044,7.0850982666015625,8,811.9982079999995,1456.6207440076803,0.05458255515164882,0.7944942537094195,640,512
train,00045,3.9549529552459717,15,987.0163840204796,1300.2654378666668,0.02290649701006665,1.1069846096625624,640,512
train,00046,2.856741428375244,12,1541.0116480204765,2587.9991359897604,0.015799572373186205,0.479849594871185,640,512
train,00047,3.237945556640625,15,1034.0014080000017,1703.0669653333337,0.04792760624205624,0.7910727154521957,640,512
train,00048,2.808917284011841,9,1176.0179199999993,1432.9958329002682,0.4835697565060994,1.2773048160253615,640,512
train,00049,2.8577117919921875,14,1011.9918079180807,1386.9265234212567,0.07660512804329775,1.1219659983523675,640,512
train,00050,2.081469774246216,4,1149.98105604096,1277.7401760153612,0.0028368761166044964,0.5984488823646406,640,512
train,00051,7.5660247802734375,9,1155.0189440204783,1444.215964448995,0.06805906614472652,0.5608087660078191,640,512
train,00052,36.30842590332031,16,1187.9800320819234,2588.310387998721,0.032853518045300636,0.30813637352592904,640,512
train,00053,5.056893825531006,11,924.0053760000008,1408.8993047421673,0.4925950082134256,1.0843699801599123,640,512
train,00054,4.0989227294921875,8,1134.0199680409596,1418.3705359974388,0.438355830941946,1.3145167557062147,640,512
train,00055,3.6284422874450684,7,744.0015360000002,1225.2843977230643,0.19861311890369274,1.5484784308567174,640,512
train,00056,19.08819007873535,13,988.9818240614461,1420.0774646169607,0.04102971259413971,0.7641393803832142,640,512
train,00057,48.914546966552734,6,999.9974400000019,1435.8377493299204,0.14067410024989188,0.3860015664421034,640,512
train,00058,5.117056369781494,3,1539.01651197952,1608.3477120068292,0.6839114778365019,1.2446114287353318,640,512
train,00059,3.179180860519409,4,1299.976960081921,1462.24286400512,0.7603214757336184,0.9400114186799988,640,512
train,00060,3.3572051525115967,1,1681.9777280409605,1681.9777280409605,1.060250686020854,1.060250686020854,640,512
train,00061,3.472952365875244,3,1507.9966719999995,1604.6666666257067,0.08624652074551388,0.518365807410896,640,512
train,00062,4.411675930023193,12,1150.0031999999976,1365.005055999999,0.5598643779612831,1.1428937008216458,640,512
train,00063,14.013519287109375,12,1197.0168959795194,1503.1675839829331,0.22324523099889237,0.6765566200328458,640,512
train,00064,6.444375514984131,0,0.0,0.0,0.0,0.0,640,512
train,00065,4.519427299499512,6,799.0024319795224,1400.8358933299205,0.27798341886931377,1.2562620210340603,640,512
train,00066,5.1532135009765625,17,1218.98745593856,1545.701650807868,0.006282334754497939,0.7953717191144094,640,512
train,00067,23.034414291381836,2,2807.986176000001,2861.506848030719,0.26010891286934207,0.30976546984073594,640,512
train,00068,41.78982925415039,3,828.0023039999983,1629.0032426461858,0.1475373504013314,0.29891102070327297,640,512
train,00069,13.2003812789917,0,0.0,0.0,0.0,0.0,640,512
train,00070,11.891827583312988,1,1427.994624,1427.994624,0.35985045729845444,0.35985045729845444,640,512
train,00071,4.047360420227051,2,5168.017408000002,5301.023936020482,0.8768496447306537,1.3345438995450398,640,512
train,00072,5.0026702880859375,2,9849.061183979518,9949.528991989759,0.31516700697938643,0.6403698903437993,640,512
train,00073,6.506478786468506,2,6533.996544000002,9776.994304,0.3022131484820445,0.41785650583111245,640,512
train,00074,8.116353988647461,5,1565.9888640000001,3987.198003183616,0.04197839965044035,0.39270613702374935,640,512
train,00075,4.988650321960449,0,0.0,0.0,0.0,0.0,640,512
train,00076,4.024633884429932,0,0.0,0.0,0.0,0.0,640,512
train,00077,3.8554961681365967,0,0.0,0.0,0.0,0.0,640,512
train,00078,4.2607269287109375,0,0.0,0.0,0.0,0.0,640,512
train,00079,3.745190382003784,3,4256.956608020474,4379.95840001365,1.197821073636302,1.7167206069493235,640,512
train,00080,3.71331787109375,3,6682.939968061443,7851.643072020481,0.8578614346911229,1.2973300544484858,640,512
train,00081,4.834664821624756,0,0.0,0.0,0.0,0.0,640,512
train,00082,4.8697357177734375,0,0.0,0.0,0.0,0.0,640,512
train,00083,3.7795684337615967,0,0.0,0.0,0.0,0.0,640,512
train,00084,3.5857696533203125,0,0.0,0.0,0.0,0.0,640,512
train,00085,3.1149749755859375,0,0.0,0.0,0.0,0.0,640,512
train,00086,3.1511809825897217,0,0.0,0.0,0.0,0.0,640,512
train,00087,3.673535108566284,0,0.0,0.0,0.0,0.0,640,512
train,00088,3.18731689453125,0,0.0,0.0,0.0,0.0,640,512
train,00089,5.112527370452881,6,1008.0092160000013,1464.5045226700802,0.28719400131464207,0.7177834626689309,640,512
train,00090,8.5444974899292,7,1296.0,1666.0013165538744,0.16825929294777428,0.9057776487308675,640,512
train,00091,5.911123752593994,11,1223.9923200000003,1537.4554065380078,0.15744609780874955,0.6131616330824436,640,512
train,00092,5.383279323577881,10,1376.981568061441,1614.1992191918075,0.0753475349660751,0.9174190868990868,640,512
train,00093,5.594912528991699,9,1368.0076799999997,1624.5537493265065,0.0005366232271913011,0.6723332483833208,640,512
train,00094,4.8253326416015625,7,815.9948800000002,1498.7184914432007,0.02162302724329697,0.5533235291568472,640,512
train,00095,4.237020969390869,4,1008.0092159999986,1467.504895999999,0.5704068454578041,1.0053800368212515,640,512
train,00096,5.956973075866699,7,1165.9997439590425,1579.288731413944,0.06173042666717081,0.7177594135755936,640,512
train,00097,6.288861274719238,8,1375.0044799795237,1538.4989279846409,0.07798313251086997,0.4526203904113214,640,512
train,00098,6.5984039306640625,14,968.0056320000001,1503.7878445670406,0.021896137678221496,0.5045341251318156,640,512
train,00099,5.101178169250488,3,1540.0230400819196,2008.6728533606408,0.43218641245940487,0.598264260430045,640,512
train,00100,6.971520900726318,11,1239.0180480614379,1633.4562676214694,0.1471648446633943,0.5305366788552294,640,512
train,00101,8.42095947265625,19,944.9992319795225,1727.7948025241606,0.07601316524667123,0.4805365555271207,640,512
train,00102,8.343539237976074,20,1031.9953920000019,1796.0527008071688,0.0016333337029561495,0.3565071105979587,640,512
train,00103,7.972329616546631,6,1150.0031999999976,1985.5058240034134,0.257553253525571,0.5164520459750978,640,512
train,00104,6.299029350280762,5,1222.0023039590387,1453.5998719918073,0.2512776741347338,0.4900759236704271,640,512
train,00105,7.830435276031494,12,1034.0130560409605,1500.1656533538135,0.13317427908902776,0.6681172102899476,640,512
train,00106,64.9310302734375,6,1344.0,2091.4960746632532,0.005297317750539826,0.3302533170626744,640,512
train,00107,56.11684036254883,9,1247.9938559999991,2425.433379562383,0.0021636658949956726,0.2751463881102555,640,512
train,00108,54.1040153503418,11,1248.0,2182.905890912815,0.03310444941613839,0.2562328835868249,640,512
train,00109,7.679650783538818,6,1196.0033279999975,1859.3393706598388,0.09616237577869034,0.5237083131977577,640,512
train,00110,8.557156562805176,5,1711.0206080614378,2564.9958016122896,0.06004871991720007,0.43615795979387684,640,512
train,00111,6.024243354797363,4,1860.0038400000005,2372.016160030722,0.37404765615379587,0.523592747435823,640,512
train,00112,6.0678558349609375,5,2189.998080000001,2833.6048128000007,0.3488172409348468,0.5182485254816946,640,512
train,00113,5.502697944641113,16,2087.976960000001,2575.1228880076796,0.0018431984767228048,0.6521777483221995,640,512
train,00114,5.646365165710449,10,1819.9982079999968,2505.9061056143355,0.030943300975915793,0.5600513418363391,640,512
train,00115,6.781283378601074,2,1350.0125439590395,1744.5202880102388,0.792114203043342,1.5215963326477355,640,512
train,00116,4.271008491516113,2,1799.9953920000007,1904.9948160000008,1.1803669560904928,1.5928918513701318,640,512
train,00117,5.937451362609863,4,1920.0081920000011,2461.749711994881,0.6911568333738017,1.1061012985199445,640,512
train,00118,8.048666000366211,7,1540.0038399999994,2476.420690271086,0.44794902909103246,1.477566952400831,640,512
train,00119,4.7314910888671875,8,1014.9832320614413,1762.2520000102404,0.49062344518337914,0.8822326223857486,640,512
train,00120,3.922839403152466,4,1891.025472061439,2159.019712020482,0.7941551944892706,1.2225075669379148,640,512
train,00121,5.44171142578125,7,1830.005759999999,2294.8633417201377,0.04778022112054041,0.8088715415668215,640,512
train,00122,6.494885444641113,7,2272.0020479999976,2927.8610560029265,0.08421869464198709,0.6540651814490943,640,512
train,00123,67.93180847167969,23,1225.0048639795207,1981.5223346006817,0.010546360871574824,0.19054842737171143,640,512
train,00124,51.429847717285156,12,2420.002815999998,2932.9158773145587,0.018608222393070736,0.17679099242348928,640,512
train,00125,53.373939514160156,20,1159.9872,2225.6998399836166,0.028317875101767462,0.1705751934055954,640,512
train,00126,8.372408866882324,0,0.0,0.0,0.0,0.0,640,512
train,00127,75.3402099609375,27,1568.0,2926.6632959954495,0.03389776928019662,0.19066546204287724,640,512
train,00128,59.42826461791992,25,2119.9872000000005,3396.75953406935,0.0024311494627121725,0.16526658304501354,640,512
train,00129,35.46370315551758,15,1149.9810560409574,1836.7298602707629,0.004039616117496109,0.47635743537971376,640,512
train,00130,14.96947956085205,12,1232.0,1726.6717866666665,0.029105618891895935,0.6101591227370823,640,512
train,00131,3.870739698410034,5,1474.9763200614414,1599.7977728122867,0.31143653984373826,0.6816138661270637,640,512
train,00132,3.050762891769409,5,1377.0111359385617,1619.1973119754234,1.1558882154210082,1.6416251101089643,640,512
train,00133,4.279095649719238,7,1197.017664061438,1563.1431314402746,0.025767849796350543,0.7514065817750352,640,512
train,00134,10.965576171875,12,1430.0012799590402,1848.2501813316264,0.035674961063857126,0.4392694622630193,640,512
train,00135,5.466909885406494,6,1367.998464000003,1766.8361919965853,0.1539017166454368,0.6822048376602816,640,512
train,00136,14.636276245117188,17,985.9792640409596,1987.7628611788805,0.012121947023233947,0.5947885027887692,640,512
train,00137,50.295082092285156,10,1499.9961600000029,2006.3059648184321,0.07208155272006268,0.3170181539023277,640,512
train,00138,24.234920501708984,13,1568.0,2252.8427569215023,0.08267777536994361,0.3852847458279417,640,512
train,00139,22.48396873474121,14,1344.0000000000027,1837.9999725626515,0.09059958395166783,0.4278193893807239,640,512
train,00140,25.680654525756836,11,1430.9811840614416,2321.902493100219,0.007989495440636391,0.5878352418553953,640,512
train,00141,23.887935638427734,10,1350.0125439590367,1762.1959808122876,0.027021176104433685,0.46745972102322464,640,512
train,00142,24.19414710998535,13,1195.9774720819169,1692.6917464505098,0.06418032996117695,0.611107359441279,640,512
train,00143,20.0247802734375,14,1316.001792,1682.0766400043879,0.16567826897442411,0.6741485048340328,640,512
train,00144,4.250491142272949,2,1595.9982080000004,1609.9901440000006,0.07342206540798242,0.4569342191346021,640,512
train,00145,5.315454006195068,7,1507.9966720000002,1827.9991039941488,0.2692801343568575,0.4413422861553285,640,512
train,00146,3.465606689453125,0,0.0,0.0,0.0,0.0,640,512
train,00147,3.967611789703369,0,0.0,0.0,0.0,0.0,640,512
train,00148,4.629769802093506,2,1566.015103959042,1744.019456000001,0.7377583540080814,0.9477665657943259,640,512
train,00149,10.020215034484863,2,1739.9882239180818,1779.9932159590417,0.3378977040805531,0.6488305183211763,640,512
train,00150,4.2234344482421875,0,0.0,0.0,0.0,0.0,640,512
train,00151,5.0014495849609375,2,1827.0028159385586,2184.4941119488,0.2852548644035264,0.32038501259492114,640,512
train,00152,3.4863524436950684,2,1276.0074239999988,1630.0037119999993,0.45163854108983864,1.035348659506233,640,512
train,00153,4.702481269836426,9,1430.0012799590388,2059.220487117938,0.2631297685357901,0.7436804549726811,640,512
train,00154,2.7527313232421875,4,1100.006400000001,1413.5052799999999,0.6441759011583761,1.7411223578851862,640,512
train,00155,3.2796874046325684,3,1242.0034559999974,1482.0072106666655,0.8146005362708306,1.1586665901985986,640,512
train,00156,3.654305934906006,2,1324.9886080204815,1377.49494398976,0.2501699814755215,0.65302041482338,640,512
train,00157,5.195776462554932,4,1276.0074239999988,1513.2549600051195,0.10610918431959297,0.9295756593875638,640,512
train,00158,19.054981231689453,24,1121.99948795904,1876.54121865216,0.07550273216048811,0.52198773246256,640,512
train,00159,47.89154815673828,15,1464.0046080000006,2089.9274282543793,0.07474644981691182,0.4559255271030764,640,512
train,00160,27.021419525146484,8,1172.9959039795208,1534.876519997441,0.06486314739354913,0.5757578769688447,640,512
train,00161,23.649023056030273,10,930.0019200000003,1550.7997311959045,0.10389681144117202,0.375582043782785,640,512
train,00162,15.893850326538086,12,911.9846400000006,1473.8424746803196,0.11728605551130297,0.5227149666771006,640,512
train,00163,8.50744915008545,14,1080.0046080000025,1568.573311994148,0.04759898546131324,0.4809594106556746,640,512
train,00164,5.968023777008057,7,1134.009983959042,1567.714395422721,0.285341330501734,0.7075754908665628,640,512
train,00165,9.775421142578125,13,1113.0209920614386,1596.7708356986097,0.05972279482179608,0.6943053072915464,640,512
train,00166,5.787121772766113,7,1195.9774720819228,1599.2758034197946,0.17177681953607482,0.41818633801965027,640,512
train,00167,5.135708808898926,2,1619.9884800000018,1714.502367969279,0.013237902662822624,0.4642041467944918,640,512
train,00168,6.120907783508301,4,1225.0048639795195,1574.5008639999996,0.16198225943353858,0.5759945369298856,640,512
train,00169,6.058428764343262,2,1740.0115199999982,1967.9921920409577,0.6165244212774033,0.8057346728808987,640,512
train,00170,6.33642578125,5,1596.0235520819217,2048.808422408193,0.09921324021873577,0.420720567291347,640,512
train,00171,4.489544868469238,0,0.0,0.0,0.0,0.0,640,512
train,00172,5.474347114562988,6,1342.0007679590415,2275.3332266598404,0.003873357143774305,0.3846983929884991,640,512
train,00173,4.745776176452637,4,840.9962879385595,1210.2564320051217,0.3466379505604063,0.7520703305089516,640,512
train,00174,5.403811454772949,13,792.0046080000006,1947.8445489419817,0.04916330346780608,0.6472415506811069,640,512
train,00175,5.938867092132568,6,1249.9808000409594,1739.6677333265068,0.26676722470873415,0.574352333366894,640,512
train,00176,6.097439765930176,10,1029.01433597952,1768.193676804096,0.11424828910358673,0.5482382631718844,640,512
train,00177,5.731854438781738,9,1456.0,1950.2213120000004,0.3119212075466147,0.8530513477517652,640,512
train,00178,4.9449005126953125,8,1049.98336004096,1814.7471359999995,0.075932258889372,0.4934091216037578,640,512
train,00179,6.4893646240234375,15,900.9911680204791,1585.0663167918085,0.05445355438288899,0.4100142253546056,640,512
train,00180,14.839151382446289,15,1399.9964160000027,1666.7314986680324,0.013233463980993178,0.3791637969651742,640,512
train,00181,8.934338569641113,7,1450.0095999999985,1721.4418651428568,0.10092151664207408,0.3282185678541331,640,512
train,00182,7.196624755859375,8,974.9891199795205,1562.4984480153594,0.008010203765886244,0.7819752663477468,640,512
train,00183,5.51153564453125,3,1740.0115199999973,1807.6630399931719,0.4745755739207487,0.7072009915797263,640,512
train,00184,9.099996566772461,2,1512.0179199999961,1716.0130559999993,0.2063990839541775,0.43513971500440074,640,512
train,00185,5.921307563781738,4,1499.9871999180768,1709.2483679846393,0.2550972594881161,0.8153043724332084,640,512
train,00186,10.260574340820312,7,1224.982720020479,1856.7213805919073,0.14403664676774877,0.4806633220483277,640,512
train,00187,6.813839912414551,4,1242.0034559999974,1821.7530079641597,0.478849210080541,0.6827766156344078,640,512
train,00188,10.779134750366211,6,1534.0007679590387,1662.668309353813,0.133780594426486,0.4778252173506011,640,512
train,00189,6.913674831390381,9,1117.9950079999983,1512.9936142153956,0.10000107704450989,0.5069191158352472,640,512
train,00190,8.16662883758545,19,1188.006912000001,1760.21305936411,0.033997790857133565,0.49029185571849654,640,512
train,00191,8.43005084991455,24,999.9872000000018,1670.3310773316264,0.05325276399650046,0.44426009570577607,640,512
train,00192,8.669238090515137,17,1061.9982079590377,1553.9983284729979,0.07654394705168396,0.5666388259071108,640,512
train,00193,10.024358749389648,18,924.0084479999987,1709.1704426587023,0.03165731526186357,0.5208455972300916,640,512
train,00194,8.734735488891602,16,979.9938559180806,1535.1889719910405,0.06148648966635856,0.5847187975618197,640,512
train,00195,4.789629936218262,4,1860.00384,2063.998207999998,0.023972394766778062,2.5135341712352943,640,512
train,00196,5.130465507507324,5,1260.0245760819269,1575.0042240286734,0.7257298280030694,1.46187934489242,640,512
train,00197,9.4329195022583,16,1053.0142080204796,1408.6886520012813,0.21850166042168742,0.7582091141482294,640,512
train,00198,9.926770210266113,4,888.0046079999993,1173.2542880153587,0.022408271024658716,0.48040657782381496,640,512
train,00199,5.967736721038818,9,1392.0,2095.440305775502,0.027410385105888127,0.5307090764104552,640,512
train,00200,7.459017753601074,10,1150.0032000000006,1568.900947214337,0.0284400986747562,0.6283889940082921,640,512
train,00201,7.782537937164307,4,1029.016128061441,1261.2454240255988,0.35492973165009883,1.3873460831180902,640,512
train,00202,6.115509033203125,13,989.9987199590411,1614.6951433798883,0.2085553873727844,0.8740677931734234,640,512
train,00203,6.507684230804443,6,1425.0043519795224,2091.5026026495993,0.007043410255323582,0.44686303886718926,640,512
train,00204,5.841436862945557,5,1399.9964159999981,2035.5990272081922,0.010215092171736861,0.3854723561959341,640,512
train,00205,4.460348606109619,1,1357.011136020477,1357.011136020477,0.9626903548092012,0.9626903548092012,640,512
train,00206,5.464822292327881,3,1499.9961599999995,1554.6780160273076,0.4810663627576173,0.668142321802474,640,512
train,00207,5.240716457366943,4,1349.9965440000026,2014.7455519948812,0.16556637322424536,0.454583820082756,640,512
train,00208,4.732098579406738,1,2030.013439999998,2030.013439999998,0.7387531285244888,0.7387531285244888,640,512
train,00209,4.35235595703125,5,1680.0071679999999,1946.206041604096,0.4594441121858123,0.9074686749030558,640,512
train,00210,3.9934113025665283,4,1311.0110080204795,1462.2435359948804,0.16238509657937514,0.7816248500893548,640,512
train,00211,10.467199325561523,1,1536.9886079385599,1536.9886079385599,0.7850587205888578,0.7850587205888578,640,512
train,00212,6.991442680358887,7,1274.9887360204827,1605.9971291428562,0.12887804684990883,0.45664042431419877,640,512
train,00213,154.0267333984375,22,1099.99231991808,2204.408770902575,0.0018667891433000413,0.10602719419158278,640,512
train,00214,157.4559326171875,22,774.9916799795169,2920.22543417344,0.0007897208058025315,0.08385583070369468,640,512
train,00215,168.3633575439453,30,1458.020736040959,2313.299697074176,0.005485089568445699,0.08644097769419266,640,512
train,00216,183.0572967529297,30,857.9983360000012,2041.6005290721296,0.02202592044288906,0.08844563574824167,640,512
train,00217,189.37892150878906,29,1107.0113919795215,1951.1043442786874,0.0027699643068768084,0.10546225381339569,640,512
train,00218,194.18740844726562,27,1320.0076800000024,1885.8142127323972,0.033500681022386215,0.11155297140294476,640,512
train,00219,198.9552001953125,24,1222.002303959039,1694.0420400059736,0.02325360103476704,0.10587008155828424,640,512
train,00220,198.23501586914062,19,1344.0122880000001,1994.7891435627787,0.007018851059989977,0.08090604133801188,640,512
train,00221,191.0362548828125,21,749.9935999590391,2086.8046719892727,0.004596657495681204,0.0997527704767478,640,512
train,00222,202.30599975585938,14,1247.993856000003,2256.1429942857144,0.007114310160462048,0.07006175461302931,640,512
train,00223,161.97926330566406,11,1504.002048,2458.3551301892653,0.0033738422368803297,0.118833418105329,640,512
train,00224,145.08358764648438,12,1533.9950080000008,2018.172095993173,0.03922672863373819,0.18665564207660978,640,512
train,00225,122.30024719238281,15,1399.9820799999975,2175.9349120040956,0.04227234954972557,0.20513565844007303,640,512
train,00226,171.42288208007812,15,1196.0033279999975,1774.404582397269,0.0287126457720477,0.20021556940821755,640,512
train,00227,180.77206420898438,13,912.0051200000016,2029.4606916812804,0.0032569339045735043,0.10361151729277364,640,512
train,00228,120.884521484375,14,1077.9985920000026,1837.7111222915667,0.017412250189740148,0.23058909373875816,640,512
train,00229,85.7401123046875,20,799.9897600000004,1674.650614398976,0.02062507741553098,0.2664089979233268,640,512
train,00230,126.41902160644531,3,1457.9896320000016,4294.009514666667,0.3109974242529533,0.3350895892620281,640,512
train,00231,170.48062133789062,15,752.0051199999998,2022.6010410734932,0.011595557104615236,0.1400862272339828,640,512
train,00232,163.1123504638672,13,1296.0,1835.302247389342,0.04208021167633859,0.1538416321246859,640,512
train,00233,161.23439025878906,16,1223.9923200000003,1675.6248560025604,0.03089064655189683,0.14996357695452583,640,512
train,00234,158.7448272705078,14,621.0090880204802,1515.1461760087775,0.029300310338316697,0.18875328357725324,640,512
train,00235,141.7806854248047,15,1012.0028160000018,1705.53056002048,0.06066232913289517,0.2070713708333918,640,512
train,00236,181.5540008544922,14,849.9978240000016,1541.926971427109,0.012090461022224143,0.152359026205353,640,512
train,00237,190.79531860351562,12,1377.984896040958,2483.0811573179726,0.01423831314134342,0.1308326322855586,640,512
train,00238,189.45779418945312,8,1511.9892480000017,1803.7467360051212,0.020864084555207305,0.09125352499476827,640,512
train,00239,189.34677124023438,6,1056.0061440000009,2191.998805333335,0.02511654747598635,0.08490019822043142,640,512
train,00240,164.5304412841797,18,588.0143360819196,2123.051367119076,0.001563167747899849,0.09532474607210509,640,512
train,00241,163.8824920654297,47,770.0008960000001,2112.9354267295053,0.0009786117851580502,0.12389060640351963,640,512
train,00242,156.9511260986328,36,1264.9838719795193,2085.193477324801,0.00047792175577643066,0.1315865383889993,640,512
train,00243,121.37287902832031,19,696.0046080000023,1420.3686837840842,0.055477879866794505,0.22395777051891438,640,512
train,00244,124.44828796386719,16,1056.0061440000009,1666.3760159948797,0.021450235226898352,0.17935375636479509,640,512
train,00245,139.14083862304688,13,1080.0128000000034,1676.7720566342894,0.008043011777310545,0.17013512612404114,640,512
train,00246,160.4492645263672,14,1057.9882239590381,1531.4985188439764,0.03818066227482567,0.1562523247170775,640,512
train,00247,145.95492553710938,7,987.0163840204796,2196.852205720137,0.05140937542162546,0.11889830917669252,640,512
train,00248,166.93771362304688,3,675.9966719999995,1327.333333292374,0.10579095930798357,0.1198064847914374,640,512
train,00249,153.6531524658203,9,1025.9988480000063,2335.0007964194137,0.0010194651142748944,0.1095267094121705,640,512
train,00250,191.793212890625,14,1249.9808000409573,2517.2856228600685,0.0009349698486910955,0.057469054258363954,640,512
train,00251,161.22857666015625,13,1708.0066559180807,2676.078153841428,0.008923607833036407,0.0853764593177223,640,512
train,00252,153.09060668945312,14,599.9923200000003,1691.0646080073143,0.00047867274560045684,0.11634503930728657,640,512
train,00253,179.38101196289062,12,1012.0028159999979,1976.3292480034127,0.014040557372034091,0.09559903719145586,640,512
train,00254,109.4268569946289,6,819.0138240204797,1614.9980160000011,0.07603973591315356,0.22972139211897932,640,512
train,00255,168.24642944335938,11,1764.0017919999987,3059.727679994415,0.00601479226624495,0.05569415754217188,640,512
train,00256,163.87969970703125,1,2744.989119938556,2744.989119938556,0.03657442640452858,0.03657442640452858,640,512
train,00257,176.43594360351562,13,1299.993599999999,2256.7733365964796,0.002271812443978853,0.08266105913781335,640,512
train,00258,98.37861633300781,7,1650.0166400409616,2169.0034194256464,0.012333341903645626,0.12097539608272549,640,512
train,00259,134.5972137451172,14,1372.02150408192,1963.2148800190173,0.010605615931018397,0.11200648980897852,640,512
train,00260,131.1680450439453,8,1705.013440020477,2012.495536005119,0.014126455991247249,0.12090980265339202,640,512
train,00261,148.95700073242188,7,620.9869440614403,1456.2886765772787,0.04412208679464913,0.11320681856820052,640,512
train,00262,142.8314666748047,14,1103.9846400000006,1772.5686857025826,0.05889875673416881,0.1684656825948865,640,512
train,00263,155.7573699951172,25,399.0020479385598,1674.3638656090113,0.002983208674859777,0.1494333038137273,640,512
train,00264,167.64149475097656,30,624.0092160000013,2133.86124373743,0.00034136183509121394,0.1240284168343457,640,512
